res_id,name,address,mobile_url,cuisines,review_count,rating
caribbean-grill-lunch-to-go-at-refinery-champaign-2,Caribbean Grill Lunch To Go! at Refinery,"2302 W John St,Champaign, IL 61821",http://m.yelp.com/biz/caribbean-grill-lunch-to-go-at-refinery-champaign-2,"[Caribbean,caribbean,Caterers,catering]",2,5
papa-dels-pizza-at-the-crossing-champaign-2,Papa Del's Pizza At the Crossing,"2510 Village Green Pl,Champaign, IL 61820",http://m.yelp.com/biz/papa-dels-pizza-at-the-crossing-champaign-2,"[Pizza,pizza]",17,4
orange-and-brew-champaign,Orange & Brew,"1201 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/orange-and-brew-champaign,"[Bars,bars,American (New),newamerican]",33,3
pias-sports-bar-and-grill-champaign,Pia's Sports Bar & Grill,"1609 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/pias-sports-bar-and-grill-champaign,"[Restaurants,restaurants,Dive Bars,divebars]",6,3.5
einstein-bros-bagels-urbana-2,Einstein Bros Bagels,"901 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/einstein-bros-bagels-urbana-2,"[Breakfast & Brunch,breakfast_brunch,Sandwiches,sandwiches]",16,3
candide-roasteries-urbana,Candide Roasteries,"505 S Mathews Ave,Urbana, IL 61801",http://m.yelp.com/biz/candide-roasteries-urbana,"[American (New),newamerican]",2,4.5
ichiban-buffet-champaign,Ichiban Buffet,"105 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/ichiban-buffet-champaign,"[Sushi Bars,sushi,Buffets,buffets,Chinese,chinese]",22,3
tgi-fridays-champaign-2,TGI Friday's,"103 W Marketview Dr,Champaign, IL 61820",http://m.yelp.com/biz/tgi-fridays-champaign-2,"[American (Traditional),tradamerican]",23,3
penn-station-champaign,Penn Station,"605 S 6th St,Champaign, IL 61820",http://m.yelp.com/biz/penn-station-champaign,"[American (New),newamerican,Cheesesteaks,cheesesteaks,Sandwiches,sandwiches]",10,3.5
taco-loco-champaign,Taco Loco,"523 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/taco-loco-champaign,"[Ethnic Food,ethnicmarkets,Mexican,mexican]",29,4
aroma-curry-house-champaign,Aroma Curry House,"2502 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/aroma-curry-house-champaign,"[Indian,indpak]",27,3.5
merry-anns-diner-champaign,Merry-Ann's Diner,"1510 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/merry-anns-diner-champaign,"[Diners,diners,Breakfast & Brunch,breakfast_brunch]",44,3
panera-bread-champaign-2,Panera Bread,"1765 West Kirby Avenue,Champaign, IL 61821",http://m.yelp.com/biz/panera-bread-champaign-2,"[Sandwiches,sandwiches,Salad,salad,Soup,soup]",11,3
china-king-champaign,China King,"2145 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/china-king-champaign,"[Chinese,chinese]",7,3.5
uncle-martins-sports-bar-urbana,Uncle Martin's Sports Bar,"1104 N Cunningham Ave,Urbana, IL 61802",http://m.yelp.com/biz/uncle-martins-sports-bar-urbana,"[Burgers,burgers]",2,5
five-guys-burgers-and-fries-champaign-2,Five Guys Burgers and Fries,"901 B West Anthony Dr,Champaign, IL 61821",http://m.yelp.com/biz/five-guys-burgers-and-fries-champaign-2,"[Burgers,burgers,Fast Food,hotdogs]",5,3.5
empire-chinese-restaurant-champaign,Empire Chinese Restaurant,"410 E Green St,Ste 1,Champaign, IL 61820",http://m.yelp.com/biz/empire-chinese-restaurant-champaign,"[Chinese,chinese]",28,3.5
windy-city-express-urbana,Windy City Express,"410 N Race St,Urbana, IL 61801",http://m.yelp.com/biz/windy-city-express-urbana,"[Hot Dogs,hotdog,Burgers,burgers]",15,3.5
shanghai-1938-champaign,Shanghai 1938,"2504 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/shanghai-1938-champaign,"[Chinese,chinese]",18,3
mcdonalds-champaign-10,McDonalds,"616 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/mcdonalds-champaign-10,"[American (Traditional),tradamerican,Fast Food,hotdogs,Burgers,burgers]",6,2.5
mas-amigos-urbana,Mas Amigos,"1106 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/mas-amigos-urbana,"[Mexican,mexican]",16,2.5
interlude-urbana,interlude,"500 S Goodwin,Urbana, IL 61801",http://m.yelp.com/biz/interlude-urbana,"[Restaurants,restaurants]",1,5
atties-bar-and-grill-urbana,Attie's Bar & Grill,"2600 S Stone Creek Blvd.,Urbana, IL 61802",http://m.yelp.com/biz/atties-bar-and-grill-urbana,"[American (Traditional),tradamerican,Bars,bars]",3,4
kofusion-urbana-2,Kofusion,"701 S Gregory St,Ste F,Urbana, IL 61801",http://m.yelp.com/biz/kofusion-urbana-2,"[Sushi Bars,sushi,Asian Fusion,asianfusion]",9,3.5
toro-loco-urbana,Toro Loco,"1601 N Cunningham Ave,Urbana, IL 61802",http://m.yelp.com/biz/toro-loco-urbana,"[Mexican,mexican]",5,3
asian-taste-restaurant-champaign,Asian Taste Restaurant,"502 E John St,Champaign, IL 61820",http://m.yelp.com/biz/asian-taste-restaurant-champaign,"[Vietnamese,vietnamese]",8,4
silver-mine-subs-champaign,Silver Mine Subs,"612 E Daniel St,Champaign, IL 61820",http://m.yelp.com/biz/silver-mine-subs-champaign,"[Sandwiches,sandwiches]",17,3.5
sammies-pancake-house-champaign-2,Sammie's Pancake House,"1206 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/sammies-pancake-house-champaign-2,"[Breakfast & Brunch,breakfast_brunch]",19,3.5
don-juan-cocina-mexicana-and-cantina-urbana,Don Juan Cocina Mexicana & Cantina,"1106 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/don-juan-cocina-mexicana-and-cantina-urbana,"[Mexican,mexican]",8,3
the-empanadas-house-urbana,The Empanadas House,"218-298 S Mathews Ave,Urbana, IL 61801",http://m.yelp.com/biz/the-empanadas-house-urbana,"[Ethnic Food,ethnicmarkets,Argentine,argentine]",4,4.5
rosatis-pizza-urbana-2,Rosati's Pizza,"701 S Gregory St,Urbana, IL 61801",http://m.yelp.com/biz/rosatis-pizza-urbana-2,"[Pizza,pizza]",21,3
torticas-grill-champaign,Torticas Grill,"408 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/torticas-grill-champaign,"[Mexican,mexican]",6,3
jimmy-johns-urbana-2,Jimmy John's,"102 E University,Urbana, IL 61801",http://m.yelp.com/biz/jimmy-johns-urbana-2,"[Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis]",9,4
monicals-pizza-champaign-2,Monical's Pizza,"205 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/monicals-pizza-champaign-2,"[Pizza,pizza,Italian,italian]",13,3
perkins-family-restaurant-urbana,Perkins Family Restaurant,"1214 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/perkins-family-restaurant-urbana,"[Breakfast & Brunch,breakfast_brunch]",24,2.5
vinnys-east-coast-pizzeria-champaign,Vinny's East Coast Pizzeria,"401 W. Kirby Ave,Champaign, IL 61820",http://m.yelp.com/biz/vinnys-east-coast-pizzeria-champaign,"[Pizza,pizza]",36,3.5
culvers-champaign-2,Culver's,"2302 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/culvers-champaign-2,"[Burgers,burgers,Ice Cream & Frozen Yogurt,icecream]",7,3
curtis-orchard-and-pumpkin-patch-champaign,Curtis Orchard & Pumpkin Patch,"3902 S Duncan Rd,Champaign, IL 61822",http://m.yelp.com/biz/curtis-orchard-and-pumpkin-patch-champaign,"[American (Traditional),tradamerican]",39,4
the-great-impasta-urbana,The Great Impasta,"156 C Lincoln Square,Urbana, IL 61801",http://m.yelp.com/biz/the-great-impasta-urbana,"[Italian,italian]",28,3
good-fella-korean-bistro-champaign,Good Fella Korean Bistro,"905 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/good-fella-korean-bistro-champaign,"[Korean,korean]",8,3
culvers-champaign,Culver's,"903 W Marketview Dr,Champaign, IL 61822",http://m.yelp.com/biz/culvers-champaign,"[Burgers,burgers,Sandwiches,sandwiches,Ice Cream & Frozen Yogurt,icecream]",14,3.5
illini-union-ballroom-dining-urbana,Illini Union Ballroom Dining,"1404 W Green St,Urbana, IL 61801",http://m.yelp.com/biz/illini-union-ballroom-dining-urbana,"[American (Traditional),tradamerican]",8,3
po-boys-urbana,Po'-Boys,"1901 N High Cross Rd,Urbana, IL 61802",http://m.yelp.com/biz/po-boys-urbana,"[Barbeque,bbq,Pizza,pizza]",12,3.5
firehouse-subs-champaign,Firehouse Subs,"803 W. Anthony Dr.,#3-4,Champaign, IL 61822",http://m.yelp.com/biz/firehouse-subs-champaign,"[Sandwiches,sandwiches,Fast Food,hotdogs,Delis,delis]",4,4
sunny-china-buffet-urbana,Sunny China Buffet,"1703 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/sunny-china-buffet-urbana,"[Chinese,chinese,Buffets,buffets]",5,3.5
caffebene-urbana-2,Caffebene,"700 S Gregory St,Urbana, IL 61801",http://m.yelp.com/biz/caffebene-urbana-2,"[Cafes,cafes,Gelato,gelato,Coffee & Tea,coffee]",15,2
outback-steakhouse-champaign,Outback Steakhouse,"2402 N Prospect Ave,Champaign, IL 61821",http://m.yelp.com/biz/outback-steakhouse-champaign,"[Steakhouses,steak]",16,2.5
hooters-champaign,Hooters,"1706 S State St,Champaign, IL 61820",http://m.yelp.com/biz/hooters-champaign,"[American (Traditional),tradamerican,Sports Bars,sportsbars,Chicken Wings,chicken_wings]",12,2.5
pancheros-mexican-grill-urbana,Panchero's Mexican Grill,"102 E University Ave,Ste B,Urbana, IL 61801",http://m.yelp.com/biz/pancheros-mexican-grill-urbana,"[Mexican,mexican]",19,2
ming-garden-champaign,Ming Garden,"1804 Sangamon Dr,Champaign, IL 61821",http://m.yelp.com/biz/ming-garden-champaign,"[Chinese,chinese]",7,3.5
buffalo-wild-wings-champaign,Buffalo Wild Wings,"907 West Marketview Drive,Champaign, IL 61822",http://m.yelp.com/biz/buffalo-wild-wings-champaign,"[American (Traditional),tradamerican,Sports Bars,sportsbars,Chicken Wings,chicken_wings]",13,2.5
kabob-house-champaign,Kabob House,"40 E Springfield,Champaign, IL 61820",http://m.yelp.com/biz/kabob-house-champaign,"[Lebanese,lebanese]",1,4
black-rock-pizza-urbana-3,Black Rock Pizza,"142 Lincoln Sq,Urbana, IL 61801",http://m.yelp.com/biz/black-rock-pizza-urbana-3,"[Pizza,pizza]",3,4.5
taffies-restaurant-champaign,Taffies Restaurant,"301 S Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/taffies-restaurant-champaign,"[Restaurants,restaurants]",14,3
jimmy-johns-champaign-3,Jimmy John's,"1811 W Kirby Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-3,"[Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis]",18,3
woori-jib-restaurant-champaign-2,Woori Jib Restaurant,"710 S 6th St,Champaign, IL 61822",http://m.yelp.com/biz/woori-jib-restaurant-champaign-2,"[Korean,korean]",54,3.5
super-wok-champaign,Super Wok,"1737 W Kirby Ave,Champaign, IL 61821",http://m.yelp.com/biz/super-wok-champaign,"[American (New),newamerican]",3,3.5
auntie-lees-chinese-kitchen-champaign,Auntie Lee's Chinese Kitchen,"49 E Green St,Ste B,Champaign, IL 61820",http://m.yelp.com/biz/auntie-lees-chinese-kitchen-champaign,"[Chinese,chinese]",5,2.5
bo-bo-china-champaign,Bo Bo China,"404 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/bo-bo-china-champaign,"[Chinese,chinese]",8,2.5
famous-daves-champaign,Famous Dave's,"1900 Round Barn Rd,Champaign, IL 61821",http://m.yelp.com/biz/famous-daves-champaign,"[Barbeque,bbq]",2,3
fat-city-saloon-champaign,Fat City Saloon,"505 S Chestnut St,Champaign, IL 61820",http://m.yelp.com/biz/fat-city-saloon-champaign,"[American (Traditional),tradamerican]",4,3
wingstop-champaign,Wingstop,"512 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/wingstop-champaign,"[Chicken Wings,chicken_wings]",15,2.5
wienerschnitzel-champaign,Wienerschnitzel,"3214 Kimberly Dr,Champaign, IL 61821",http://m.yelp.com/biz/wienerschnitzel-champaign,"[Fast Food,hotdogs]",5,3
red-lobster-champaign,Red Lobster,"1901 N. Prospect Ave.,Champaign, IL 61822",http://m.yelp.com/biz/red-lobster-champaign,"[Seafood,seafood,American (Traditional),tradamerican]",23,3.5
applebees-savoy,Applebee's,"1201 N Dunlap Ave,Savoy, IL 61874",http://m.yelp.com/biz/applebees-savoy,"[American (Traditional),tradamerican]",8,2.5
garcias-pizza-in-a-pan-champaign-2,Garcia's Pizza In A Pan,"313 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/garcias-pizza-in-a-pan-champaign-2,"[Pizza,pizza]",18,3
katos-cajun-champaign,Kato's Cajun,"Champaign, IL 61820",http://m.yelp.com/biz/katos-cajun-champaign,"[Cajun/Creole,cajun]",3,3
chilis-grill-and-bar-champaign,Chili's Grill & Bar,"1905 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/chilis-grill-and-bar-champaign,"[Bars,bars,Tex-Mex,tex-mex,American (New),newamerican]",18,2.5
burrito-king-urbana,Burrito King,"902 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/burrito-king-urbana,"[Mexican,mexican,Street Vendors,streetvendors]",2,3.5
wingin-out-champaign,Wingin Out,"301 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/wingin-out-champaign,"[Chicken Wings,chicken_wings,American (New),newamerican,Fast Food,hotdogs]",10,2
wendys-champaign-2,Wendy's,"608 S Sixth St,Champaign, IL 61820",http://m.yelp.com/biz/wendys-champaign-2,"[Fast Food,hotdogs,Burgers,burgers]",8,2
dairy-queen-urbana,Dairy Queen,"911 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/dairy-queen-urbana,"[American (New),newamerican,Fast Food,hotdogs]",4,3.5
green-street-cafe-champaign,Green Street Cafe,"35 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/green-street-cafe-champaign,"[Greek,greek,Mediterranean,mediterranean,Hookah Bars,hookah_bars]",7,3.5
niros-gyros-champaign-2,Niro's Gyros,"905 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/niros-gyros-champaign-2,"[Fast Food,hotdogs]",2,3
mcalisters-deli-champaign,McAlister's Deli,"421 Town Center Rd,Champaign, IL 61820",http://m.yelp.com/biz/mcalisters-deli-champaign,"[Delis,delis,Salad,salad,Sandwiches,sandwiches]",28,2.5
penn-station-champaign-2,Penn Station,"906 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/penn-station-champaign-2,"[Sandwiches,sandwiches]",9,3.5
jersey-mikes-subs-champaign,Jersey Mike's Subs,"505 E. Green Street,Ste 3,Champaign, IL 61820",http://m.yelp.com/biz/jersey-mikes-subs-champaign,"[Sandwiches,sandwiches,Fast Food,hotdogs,Delis,delis]",11,3.5
hot-wok-express-urbana,Hot Wok Express,"1102 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/hot-wok-express-urbana,"[Chinese,chinese]",17,3
hometown-buffet-champaign,HomeTown Buffet,"2306 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/hometown-buffet-champaign,"[American (New),newamerican,Breakfast & Brunch,breakfast_brunch,Buffets,buffets]",10,2.5
sonic-champaign,Sonic,"601 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/sonic-champaign,"[Fast Food,hotdogs]",10,3.5
espresso-royale-champaign-6,Espresso Royale,"2401 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/espresso-royale-champaign-6,"[Coffee & Tea,coffee,Cafes,cafes]",7,4
ruby-tuesday-champaign,Ruby Tuesday,"2301 N Prospect,Champaign, IL 61822",http://m.yelp.com/biz/ruby-tuesday-champaign,"[Sandwiches,sandwiches,Burgers,burgers]",20,3
super-taco-champaign-2,Super Taco,"501 W Town Center Blvd,Champaign, IL 61822",http://m.yelp.com/biz/super-taco-champaign-2,"[Mexican,mexican]",8,2.5
el-toro-bravo-champaign,El Toro Bravo,"2561 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/el-toro-bravo-champaign,"[Mexican,mexican]",16,3
mirsung-indian-fast-food-and-groceries-champaign,Mirsung Indian Fast food and Groceries,"49 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/mirsung-indian-fast-food-and-groceries-champaign,"[Grocery,grocery,Indian,indpak]",7,3.5
farrens-champaign,Farren's,"134 W Church St,Champaign, IL 61820",http://m.yelp.com/biz/farrens-champaign,"[American (New),newamerican,Pubs,pubs]",1,5
steak-n-shake-champaign-2,Steak 'n Shake,"2010 North Prospect Avenue,Champaign, IL 61822",http://m.yelp.com/biz/steak-n-shake-champaign-2,"[Fast Food,hotdogs,Burgers,burgers]",12,2.5
monicals-pizza-urbana-3,Monical's Pizza,"2720 S Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/monicals-pizza-urbana-3,"[Pizza,pizza]",23,3
zas-on-springfield-inc-champaign,Za's On Springfield Inc,"2006 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/zas-on-springfield-inc-champaign,"[American (New),newamerican]",1,4
pizza-hut-champaign-2,Pizza Hut,"411 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/pizza-hut-champaign-2,"[Pizza,pizza,Italian,italian,Chicken Wings,chicken_wings]",3,2.5
papa-ds-bar-and-grill-champaign,Papa D's Bar & Grill,"401 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/papa-ds-bar-and-grill-champaign,"[Bars,bars,American (New),newamerican]",1,3
panda-express-champaign-2,Panda Express,"2521 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/panda-express-champaign-2,"[Chinese,chinese]",6,3.5
dominos-pizza-champaign-3,Domino's Pizza,"102 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/dominos-pizza-champaign-3,"[Pizza,pizza,Chicken Wings,chicken_wings,Sandwiches,sandwiches]",3,1
jimmy-johns-champaign,Jimmy John's,"43 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/jimmy-johns-champaign,"[Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis]",8,3.5
holiday-inn-hotel-champaign-urbana-urbana,Holiday Inn Hotel Champaign/Urbana,"1001 W Killarney St,Urbana, IL 61801",http://m.yelp.com/biz/holiday-inn-hotel-champaign-urbana-urbana,"[Hotels,hotels,Restaurants,restaurants,Venues & Event Spaces,venues]",16,3
lai-lai-wok-champaign,Lai Lai Wok,"402 E Green St,Ste A,Champaign, IL 61820",http://m.yelp.com/biz/lai-lai-wok-champaign,"[Chinese,chinese]",73,4
dennys-champaign,Denny's,"702 W Town Ctr Blvd,Champaign, IL 61822",http://m.yelp.com/biz/dennys-champaign,"[Diners,diners,Comfort Food,comfortfood,Breakfast & Brunch,breakfast_brunch]",11,2
boneyard-bar-and-bbq-champaign,Boneyard Bar & Bbq,"25 E Springfield,Champaign, IL 61820",http://m.yelp.com/biz/boneyard-bar-and-bbq-champaign,"[Sports Bars,sportsbars,Barbeque,bbq]",3,3.5
krispy-krunchy-chicken-champaign,Krispy Krunchy Chicken,"922 W  Bradley Ave,Champaign, IL 61821",http://m.yelp.com/biz/krispy-krunchy-chicken-champaign,"[Chicken Wings,chicken_wings]",4,3
ryans-champaign,Ryan's,"1004 W Anthony Dr,Champaign, IL 61821",http://m.yelp.com/biz/ryans-champaign,"[Buffets,buffets,American (New),newamerican,Breakfast & Brunch,breakfast_brunch]",11,2
sarku-japan-champaign-2,Sarku Japan,"Market Place Mall,2000 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/sarku-japan-champaign-2,"[Japanese,japanese]",3,1.5
tasty-fish-chicken-and-grill-champaign,Tasty Fish Chicken & Grill,"705 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/tasty-fish-chicken-and-grill-champaign,"[Fish & Chips,fishnchips,American (Traditional),tradamerican]",1,5
taco-bell-champaign-2,Taco Bell,"1910 West Springfield,Champaign, IL 61821",http://m.yelp.com/biz/taco-bell-champaign-2,"[Mexican,mexican,Tex-Mex,tex-mex,Fast Food,hotdogs]",4,3.5
chinatown-buffet-champaign,ChinaTown Buffet,"713 W Marketview Dr,Champaign, IL 61822",http://m.yelp.com/biz/chinatown-buffet-champaign,"[Chinese,chinese,Buffets,buffets]",26,2.5
kfc-savoy,KFC,"1321 N Dunlap Ave,Savoy, IL 61874",http://m.yelp.com/biz/kfc-savoy,"[Chicken Wings,chicken_wings,Fast Food,hotdogs]",6,1.5
bar-b-q-heaven-champaign,Bar-B-Q Heaven,"Champaign, IL 61820",http://m.yelp.com/biz/bar-b-q-heaven-champaign,"[Barbeque,bbq,Street Vendors,streetvendors]",2,4
filippos-pizza-and-italian-food-of-mahomet-mahomet,Filippo's Pizza and Italian Food of Mahomet,"2012 Tin Cup Rd,Ste B,Mahomet, IL 61853",http://m.yelp.com/biz/filippos-pizza-and-italian-food-of-mahomet-mahomet,"[Italian,italian,Pizza,pizza]",10,4.5
rainbow-garden-urbana,Rainbow Garden,"202 E University,Urbana, IL 61801",http://m.yelp.com/biz/rainbow-garden-urbana,"[Chinese,chinese]",17,3.5
subway-champaign-7,Subway,"45 E University Ave Ste 101,Champaign, IL 61820",http://m.yelp.com/biz/subway-champaign-7,"[Sandwiches,sandwiches]",5,2.5
steak-n-shake-urbana-3,Steak 'n Shake,"2009 N Kenyon Rd,Urbana, IL 61802",http://m.yelp.com/biz/steak-n-shake-urbana-3,"[Burgers,burgers,Fast Food,hotdogs,Ice Cream & Frozen Yogurt,icecream]",1,2
philo-tavern-philo,Philo Tavern,"101 W Washington St,Philo, IL 61864",http://m.yelp.com/biz/philo-tavern-philo,"[American (Traditional),tradamerican]",5,4
koto-ramen-champaign-5,Koto Ramen,"508 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/koto-ramen-champaign-5,"[Ramen,ramen]",12,2
merry-anns-diner-champaign-2,Merry-Ann's Diner,"1 E Main St,Champaign, IL 61820",http://m.yelp.com/biz/merry-anns-diner-champaign-2,"[Diners,diners]",31,3
panera-bread-champaign-4,Panera Bread,"1903 Convenience Place,Champaign, IL 61820",http://m.yelp.com/biz/panera-bread-champaign-4,"[Sandwiches,sandwiches,Salad,salad,Soup,soup]",10,2.5
bob-evans-champaign,Bob Evans,"1813 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/bob-evans-champaign,"[Breakfast & Brunch,breakfast_brunch,American (Traditional),tradamerican]",13,2.5
jimmy-johns-champaign-4,Jimmy John's,"1511 N Prospect Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-4,"[Food Delivery Services,fooddeliveryservices,Delis,delis,Sandwiches,sandwiches]",3,2
wendys-urbana-2,Wendy's,"505 N Cunningham,Urbana, IL 61802",http://m.yelp.com/biz/wendys-urbana-2,"[Fast Food,hotdogs]",1,3
long-john-silvers-seafood-champaign,Long John Silver's Seafood,"1217 N Prospect Ave,Champaign, IL 61820",http://m.yelp.com/biz/long-john-silvers-seafood-champaign,"[Seafood,seafood]",1,2
china-garden-urbana,China Garden,"114 N Vine St,Urbana, IL 61802",http://m.yelp.com/biz/china-garden-urbana,"[Chinese,chinese]",15,3.5
q-smokehouse-champaign,Q Smokehouse,"617 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/q-smokehouse-champaign,"[Barbeque,bbq]",3,1.5
arbys-champaign,Arby's,"2300 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/arbys-champaign,"[Sandwiches,sandwiches]",1,1
jimmy-johns-champaign-2,Jimmy John's,"601 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/jimmy-johns-champaign-2,"[Delis,delis,Sandwiches,sandwiches]",14,3
panda-express-champaign-3,Panda Express,"627 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/panda-express-champaign-3,"[Chinese,chinese]",3,2.5
peking-garden-restaurant-champaign,Peking Garden Restaurant,"206 N Randolph St,Champaign, IL 61820",http://m.yelp.com/biz/peking-garden-restaurant-champaign,"[Chinese,chinese]",32,4
jt-walkers-mahomet,JT Walker's,"401 E Main St,Mahomet, IL 61853",http://m.yelp.com/biz/jt-walkers-mahomet,"[American (Traditional),tradamerican]",34,4
kfc-urbana,Kfc,"410 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/kfc-urbana,"[Fast Food,hotdogs]",1,3
mcdonalds-urbana-2,McDonald's,"1705 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/mcdonalds-urbana-2,"[Fast Food,hotdogs,Burgers,burgers]",1,1
fiesta-cafe-champaign,Fiesta Cafe,"216 S 1st St,Champaign, IL 61820",http://m.yelp.com/biz/fiesta-cafe-champaign,"[Mexican,mexican]",34,3.5
sonic-savoy,Sonic,"101 Calvin,Savoy, IL 61874",http://m.yelp.com/biz/sonic-savoy,"[Fast Food,hotdogs]",5,3.5
the-wok-chinese-express-mahomet,The Wok - Chinese Express,"703 Eastwood Dr,Mahomet, IL 61853",http://m.yelp.com/biz/the-wok-chinese-express-mahomet,"[Chinese,chinese]",16,4.5
subway-urbana-4,Subway,"701 S Gregory St Ste A,Urbana, IL 61801",http://m.yelp.com/biz/subway-urbana-4,"[Sandwiches,sandwiches]",2,2
bobos-bbq-champaign,BoBo's BBQ,"1104 N Prospect,Champaign, IL 61820",http://m.yelp.com/biz/bobos-bbq-champaign,"[Barbeque,bbq,Hot Dogs,hotdog]",8,2.5
mcdonalds-restaurant-champaign-3,McDonald's Restaurant,"4910 N Market St,Champaign, IL 61822",http://m.yelp.com/biz/mcdonalds-restaurant-champaign-3,"[Burgers,burgers,Fast Food,hotdogs]",1,2
burger-king-savoy,Burger King,"1325 N Dunlap St,Savoy, IL 61874",http://m.yelp.com/biz/burger-king-savoy,"[Burgers,burgers,Fast Food,hotdogs]",2,3.5
burger-king-urbana-2,Burger King,"1708 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/burger-king-urbana-2,"[Fast Food,hotdogs]",2,1.5
sushi-rock-champaign,Sushi Rock,"621 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/sushi-rock-champaign,"[Japanese,japanese]",34,3
legends-champaign,Legends,"522 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/legends-champaign,"[Bars,bars,Sandwiches,sandwiches]",48,3
mcdonalds-champaign-6,McDonald's,"2909 W Kirby Ave,Champaign, IL 61821",http://m.yelp.com/biz/mcdonalds-champaign-6,"[Burgers,burgers,Fast Food,hotdogs]",1,1
subway-champaign-10,Subway,"1101 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/subway-champaign-10,"[Sandwiches,sandwiches]",1,5
chinese-express-champaign,Chinese Express,"39 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/chinese-express-champaign,"[Chinese,chinese]",2,1
los-amigos-champaign,Los Amigos,"404 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/los-amigos-champaign,"[Mexican,mexican]",8,4
the-dancing-dog-eatery-and-juicery-urbana,The Dancing Dog Eatery & Juicery,"126 W Main St,Urbana, IL 61801",http://m.yelp.com/biz/the-dancing-dog-eatery-and-juicery-urbana,"[Vegan,vegan,Vegetarian,vegetarian,Juice Bars & Smoothies,juicebars]",1,5
wendys-champaign,Wendys,"2033 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/wendys-champaign,"[Fast Food,hotdogs]",7,2.5
subway-champaign-3,Subway,"4202 W Springfield Ave,Champaign, IL 61822",http://m.yelp.com/biz/subway-champaign-3,"[Sandwiches,sandwiches]",1,1
