res_id,cell_center,walk_time
rainbow-garden-champaign,"40.1140720333,-88.2007666162",3522
rainbow-garden-champaign,"40.1662720855,-88.2831286759",6761
rainbow-garden-champaign,"40.1554720747,-88.2690014088",5655
rainbow-garden-champaign,"40.1374720567,-88.1724779526",6545
rainbow-garden-champaign,"40.1212720405,-88.2831419331",3970
rainbow-garden-champaign,"40.1050720243,-88.1701868771",4948
rainbow-garden-champaign,"40.1410720603,-88.2030805179",6625
rainbow-garden-champaign,"40.0906720099,-88.240799961",1033
rainbow-garden-champaign,"40.1320720513,-88.231344941",2973
rainbow-garden-champaign,"40.1482720675,-88.243101947",4382
rainbow-garden-champaign,"40.1662720855,-88.2407305777",5431
rainbow-garden-champaign,"40.1194720387,-88.2054661415",3822
rainbow-garden-champaign,"40.1698720891,-88.2901943385",7971
rainbow-garden-champaign,"40.1356720549,-88.2030884701",6610
rainbow-garden-champaign,"40.0924720117,-88.2431512059",802
rainbow-garden-champaign,"40.1338720531,-88.2101541",5549
rainbow-garden-champaign,"40.1482720675,-88.2690050287",5109
rainbow-garden-champaign,"40.1446720639,-88.2172034202",4548
rainbow-garden-champaign,"40.1356720549,-88.2902008608",5459
rainbow-garden-champaign,"40.0906720099,-88.1702150111",5480
rainbow-garden-champaign,"40.1374720567,-88.2030858196",6816
rainbow-garden-champaign,"40.1302720495,-88.1772001994",6383
rainbow-garden-champaign,"40.0924720117,-88.2596214631",1501
rainbow-garden-champaign,"40.1662720855,-88.212465179",6750
rainbow-garden-champaign,"40.1374720567,-88.2925549691",5540
rainbow-garden-champaign,"40.0816720009,-88.1961103114",4129
rainbow-garden-champaign,"40.1122720315,-88.2902053171",3756
rainbow-garden-champaign,"40.0834720027,-88.2290436411",2269
rainbow-garden-champaign,"40.1158720351,-88.191349093",4496
rainbow-garden-champaign,"40.1194720387,-88.2290044207",2376
rainbow-garden-champaign,"40.1608720801,-88.2054066041",6965
rainbow-garden-champaign,"40.1194720387,-88.2242967648",2653
rainbow-garden-champaign,"40.0978720171,-88.219615639",1763
rainbow-garden-champaign,"40.1338720531,-88.1913194874",6404
rainbow-garden-champaign,"40.1104720297,-88.2525493967",1303
rainbow-garden-champaign,"40.1158720351,-88.2266546426",2380
rainbow-garden-champaign,"40.1464720657,-88.2148463796",5156
rainbow-garden-champaign,"40.1014720207,-88.2125516041",2361
rainbow-garden-champaign,"40.1374720567,-88.2101491735",7292
rainbow-garden-champaign,"40.1590720783,-88.1771467939",7543
rainbow-garden-champaign,"40.0816720009,-88.2031678733",3978
rainbow-garden-champaign,"40.1716720909,-88.2595707101",6415
rainbow-garden-champaign,"40.0996720189,-88.1701974297",6467
rainbow-garden-champaign,"40.1446720639,-88.2478145308",3888
rainbow-garden-champaign,"40.0978720171,-88.2784426538",2294
rainbow-garden-champaign,"40.1626720819,-88.2336679127",5138
rainbow-garden-champaign,"40.0870720063,-88.2972682319",4113
rainbow-garden-champaign,"40.1086720279,-88.2148954693",2385
rainbow-garden-champaign,"40.1464720657,-88.297263092",6349
rainbow-garden-champaign,"40.0942720135,-88.2902087414",3333
rainbow-garden-champaign,"40.0834720027,-88.177286819",5261
rainbow-garden-champaign,"40.1194720387,-88.2902039465",4740
rainbow-garden-champaign,"40.1680720873,-88.2595730214",6138
rainbow-garden-champaign,"40.0996720189,-88.2031414294",2871
rainbow-garden-champaign,"40.1050720243,-88.3019733352",4352
rainbow-garden-champaign,"40.1356720549,-88.2219235816",3781
rainbow-garden-champaign,"40.1104720297,-88.2949126925",3827
rainbow-garden-champaign,"40.1014720207,-88.2196112194",1926
rainbow-garden-champaign,"40.1284720477,-88.165432837",7711
rainbow-garden-champaign,"40.0816720009,-88.2196355177",3066
rainbow-garden-champaign,"40.1212720405,-88.1889863239",5043
rainbow-garden-champaign,"40.1032720225,-88.1678371276",5099
rainbow-garden-champaign,"40.1536720729,-88.2619372754",5422
rainbow-garden-champaign,"40.1374720567,-88.2878460665",5647
rainbow-garden-champaign,"40.1248720441,-88.2454766356",2076
rainbow-garden-champaign,"40.1356720549,-88.1936709143",6169
rainbow-garden-champaign,"40.1608720801,-88.290196056",6954
rainbow-garden-champaign,"40.0960720153,-88.2219708669",1707
rainbow-garden-champaign,"40.1104720297,-88.2078325845",2851
rainbow-garden-champaign,"40.1554720747,-88.2171897532",5658
rainbow-garden-champaign,"40.0996720189,-88.2078477151",2595
rainbow-garden-champaign,"40.1176720369,-88.2031149617",3810
rainbow-garden-champaign,"40.1626720819,-88.2101146627",6453
rainbow-garden-champaign,"40.0852720045,-88.252568132",2176
rainbow-garden-champaign,"40.1284720477,-88.2831398139",4429
rainbow-garden-champaign,"40.1212720405,-88.2760802624",3532
rainbow-garden-champaign,"40.1248720441,-88.25724671",2740
rainbow-garden-champaign,"40.1662720855,-88.1747779806",8838
rainbow-garden-champaign,"40.1338720531,-88.2478233253",3020
rainbow-garden-champaign,"40.1680720873,-88.3019722438",7804
rainbow-garden-champaign,"40.1086720279,-88.2996198188",4007
rainbow-garden-champaign,"40.1446720639,-88.2383957275",3708
rainbow-garden-champaign,"40.1302720495,-88.2219300351",3930
rainbow-garden-champaign,"40.1464720657,-88.1983630372",6394
rainbow-garden-champaign,"40.1734720927,-88.2548581547",6418
rainbow-garden-champaign,"40.0978720171,-88.2078502361",2532
rainbow-garden-champaign,"40.1536720729,-88.2901974294",7340
rainbow-garden-champaign,"40.1302720495,-88.2007422182",4902
rainbow-garden-champaign,"40.0852720045,-88.1702255561",5625
rainbow-garden-champaign,"40.0906720099,-88.2949150892",3641
rainbow-garden-champaign,"40.1176720369,-88.2125300241",3238
rainbow-garden-champaign,"40.1248720441,-88.2996189777",5425
rainbow-garden-champaign,"40.0978720171,-88.2525587673",727
rainbow-garden-champaign,"40.1212720405,-88.2148791164",3394
rainbow-garden-champaign,"40.1644720837,-88.2666414946",6553
rainbow-garden-champaign,"40.0960720153,-88.1937346467",3507
rainbow-garden-champaign,"40.1446720639,-88.2619427357",4325
rainbow-garden-champaign,"40.0816720009,-88.2384556827",1892
rainbow-garden-champaign,"40.0942720135,-88.2855028291",2980
rainbow-garden-champaign,"40.1284720477,-88.1724952556",6452
rainbow-garden-champaign,"40.1500720693,-88.2595845718",4913
rainbow-garden-champaign,"40.0942720135,-88.1678550234",5193
rainbow-garden-champaign,"40.1644720837,-88.2030460337",7252
rainbow-garden-champaign,"40.1284720477,-88.2643066976",3400
rainbow-garden-champaign,"40.0942720135,-88.2384437068",923
rainbow-garden-champaign,"40.1698720891,-88.2242382434",6734
rainbow-garden-champaign,"40.1158720351,-88.2031176095",3747
rainbow-garden-champaign,"40.1266720459,-88.2148721049",3851
rainbow-garden-champaign,"40.1104720297,-88.1772368709",5002
rainbow-garden-champaign,"40.0942720135,-88.2102082335",2618
rainbow-garden-champaign,"40.1680720873,-88.2313068731",6300
rainbow-garden-champaign,"40.1320720513,-88.2172193557",3969
rainbow-garden-champaign,"40.1158720351,-88.2596064889",2158
rainbow-garden-champaign,"40.1212720405,-88.2478335796",1935
rainbow-garden-champaign,"40.0834720027,-88.1843445674",4886
rainbow-garden-champaign,"40.1554720747,-88.1771534738",7541
rainbow-garden-champaign,"40.1014720207,-88.2972669873",3527
rainbow-garden-champaign,"40.0834720027,-88.1890497331",4571
rainbow-garden-champaign,"40.1284720477,-88.2525359999",2749
rainbow-garden-champaign,"40.1590720783,-88.1747915938",7690
rainbow-garden-champaign,"40.0960720153,-88.2925614174",3332
rainbow-garden-champaign,"40.1626720819,-88.2901957125",6954
rainbow-garden-champaign,"40.1230720423,-88.191337254",4784
rainbow-garden-champaign,"40.1410720603,-88.2831361036",5008
rainbow-garden-champaign,"40.1266720459,-88.2807862666",4178
rainbow-garden-champaign,"40.1698720891,-88.2101047945",7043
rainbow-garden-champaign,"40.1266720459,-88.2949107298",5219
rainbow-garden-champaign,"40.0996720189,-88.2407917148",528
rainbow-garden-champaign,"40.1104720297,-88.2313677488",1539
rainbow-garden-champaign,"40.0960720153,-88.2690312339",1911
rainbow-garden-champaign,"40.1464720657,-88.2454583014",4125
rainbow-garden-champaign,"40.1032720225,-88.24549495",368
rainbow-garden-champaign,"40.1752720945,-88.1983185797",7901
rainbow-garden-champaign,"40.0888720081,-88.2337433014",1575
rainbow-garden-champaign,"40.1446720639,-88.2407504283",3759
rainbow-garden-champaign,"40.1266720459,-88.2360587997",2536
rainbow-garden-champaign,"40.1464720657,-88.2949083288",6349
rainbow-garden-champaign,"40.0852720045,-88.2760945822",3129
rainbow-garden-champaign,"40.1482720675,-88.2666502031",4968
rainbow-garden-champaign,"40.1428720621,-88.1842407593",6340
rainbow-garden-champaign,"40.1716720909,-88.1771234048",8696
rainbow-garden-champaign,"40.1320720513,-88.2643046402",3681
rainbow-garden-champaign,"40.1464720657,-88.2996178552",6350
rainbow-garden-champaign,"40.0834720027,-88.1655239048",5923
rainbow-garden-champaign,"40.1446720639,-88.2690068382",5157
rainbow-garden-champaign,"40.1590720783,-88.2454475972",5044
rainbow-garden-champaign,"40.1086720279,-88.1843005653",4326
rainbow-garden-champaign,"40.1374720567,-88.2972638717",6361
rainbow-garden-champaign,"40.1698720891,-88.2548607161",6324
rainbow-garden-champaign,"40.0906720099,-88.2031546544",3263
rainbow-garden-champaign,"40.0834720027,-88.2925633773",4369
