res_id,cell_center,walk_time
sun-singer-wine-and-spirits-ltd-champaign,"40.1140720333,-88.2007666162",6047
station-6-pizza-champaign,"40.1140720333,-88.2007666162",6047
station-6-pizza-champaign,"40.1662720855,-88.2831286759",7421
station-6-pizza-champaign,"40.1662720855,-88.2831286759",7421
station-6-pizza-champaign,"40.1554720747,-88.2690014088",6903
station-6-pizza-champaign,"40.1554720747,-88.2690014088",6903
station-6-pizza-champaign,"40.1374720567,-88.1724779526",8986
station-6-pizza-champaign,"40.1374720567,-88.1724779526",8986
station-6-pizza-champaign,"40.1212720405,-88.2831419331",4108
station-6-pizza-champaign,"40.1212720405,-88.2831419331",4108
station-6-pizza-champaign,"40.1050720243,-88.1701868771",7365
station-6-pizza-champaign,"40.1050720243,-88.1701868771",7365
station-6-pizza-champaign,"40.1410720603,-88.2030805179",9066
station-6-pizza-champaign,"40.1410720603,-88.2030805179",9066
station-6-pizza-champaign,"40.0906720099,-88.240799961",2375
station-6-pizza-champaign,"40.0906720099,-88.240799961",2375
station-6-pizza-champaign,"40.1320720513,-88.231344941",5415
station-6-pizza-champaign,"40.1320720513,-88.231344941",5415
station-6-pizza-champaign,"40.1482720675,-88.243101947",6657
station-6-pizza-champaign,"40.1482720675,-88.243101947",6657
station-6-pizza-champaign,"40.1662720855,-88.2407305777",7872
station-6-pizza-champaign,"40.1662720855,-88.2407305777",7872
station-6-pizza-champaign,"40.1194720387,-88.2054661415",6263
station-6-pizza-champaign,"40.1194720387,-88.2054661415",6263
station-6-pizza-champaign,"40.1698720891,-88.2901943385",8632
station-6-pizza-champaign,"40.1698720891,-88.2901943385",8632
station-6-pizza-champaign,"40.1356720549,-88.2030884701",9051
station-6-pizza-champaign,"40.1356720549,-88.2030884701",9051
station-6-pizza-champaign,"40.0924720117,-88.2431512059",2252
station-6-pizza-champaign,"40.0924720117,-88.2431512059",2252
station-6-pizza-champaign,"40.1338720531,-88.2101541",7990
station-6-pizza-champaign,"40.1338720531,-88.2101541",7990
station-6-pizza-champaign,"40.1482720675,-88.2690050287",6357
station-6-pizza-champaign,"40.1482720675,-88.2690050287",6357
station-6-pizza-champaign,"40.1446720639,-88.2172034202",6990
station-6-pizza-champaign,"40.1446720639,-88.2172034202",6990
station-6-pizza-champaign,"40.1356720549,-88.2902008608",5626
station-6-pizza-champaign,"40.1356720549,-88.2902008608",5626
station-6-pizza-champaign,"40.0906720099,-88.1702150111",6182
station-6-pizza-champaign,"40.0906720099,-88.1702150111",6182
station-6-pizza-champaign,"40.1374720567,-88.2030858196",9257
station-6-pizza-champaign,"40.1374720567,-88.2030858196",9257
station-6-pizza-champaign,"40.1302720495,-88.1772001994",8824
station-6-pizza-champaign,"40.1302720495,-88.1772001994",8824
station-6-pizza-champaign,"40.0924720117,-88.2596214631",953
station-6-pizza-champaign,"40.0924720117,-88.2596214631",953
station-6-pizza-champaign,"40.1662720855,-88.212465179",9191
station-6-pizza-champaign,"40.1662720855,-88.212465179",9191
station-6-pizza-champaign,"40.1374720567,-88.2925549691",5707
station-6-pizza-champaign,"40.1374720567,-88.2925549691",5707
station-6-pizza-champaign,"40.0816720009,-88.1961103114",4224
station-6-pizza-champaign,"40.0816720009,-88.1961103114",4224
station-6-pizza-champaign,"40.1122720315,-88.2902053171",3847
station-6-pizza-champaign,"40.1122720315,-88.2902053171",3847
station-6-pizza-champaign,"40.0834720027,-88.2290436411",2164
station-6-pizza-champaign,"40.0834720027,-88.2290436411",2164
station-6-pizza-champaign,"40.1158720351,-88.191349093",6938
station-6-pizza-champaign,"40.1158720351,-88.191349093",6938
station-6-pizza-champaign,"40.1194720387,-88.2290044207",4817
station-6-pizza-champaign,"40.1194720387,-88.2290044207",4817
station-6-pizza-champaign,"40.1608720801,-88.2054066041",9406
station-6-pizza-champaign,"40.1608720801,-88.2054066041",9406
station-6-pizza-champaign,"40.1194720387,-88.2242967648",5094
station-6-pizza-champaign,"40.1194720387,-88.2242967648",5094
station-6-pizza-champaign,"40.0978720171,-88.219615639",3790
station-6-pizza-champaign,"40.0978720171,-88.219615639",3790
station-6-pizza-champaign,"40.1338720531,-88.1913194874",8845
station-6-pizza-champaign,"40.1338720531,-88.1913194874",8845
station-6-pizza-champaign,"40.1104720297,-88.2525493967",2804
station-6-pizza-champaign,"40.1104720297,-88.2525493967",2804
station-6-pizza-champaign,"40.1158720351,-88.2266546426",4821
