res_id,cell_center,walk_time
windy-city-express-urbana,"40.1356720549,-88.1889621364",3154
lil-porgys-bar-b-que-urbana,"40.1356720549,-88.1889621364",3154
silvercreek-urbana,"40.1356720549,-88.1889621364",3154
silvercreek-urbana,"40.1716720909,-88.2807714457",8316
lil-porgys-bar-b-que-urbana,"40.1716720909,-88.2807714457",8316
silvercreek-urbana,"40.1716720909,-88.2807714457",8316
silvercreek-urbana,"40.1572720765,-88.2595799529",6181
lil-porgys-bar-b-que-urbana,"40.1572720765,-88.2595799529",6181
silvercreek-urbana,"40.1572720765,-88.2595799529",6181
silvercreek-urbana,"40.1230720423,-88.2054609693",892
lil-porgys-bar-b-que-urbana,"40.1230720423,-88.2054609693",892
silvercreek-urbana,"40.1230720423,-88.2054609693",892
silvercreek-urbana,"40.1032720225,-88.1866632664",2415
lil-porgys-bar-b-que-urbana,"40.1032720225,-88.1866632664",2415
silvercreek-urbana,"40.1032720225,-88.1866632664",2415
silvercreek-urbana,"40.1032720225,-88.2172557419",1543
lil-porgys-bar-b-que-urbana,"40.1032720225,-88.2172557419",1543
silvercreek-urbana,"40.1032720225,-88.2172557419",1543
silvercreek-urbana,"40.0978720171,-88.1725540272",3380
lil-porgys-bar-b-que-urbana,"40.0978720171,-88.1725540272",3380
silvercreek-urbana,"40.0978720171,-88.1725540272",3380
silvercreek-urbana,"40.1680720873,-88.1959741878",6038
lil-porgys-bar-b-que-urbana,"40.1680720873,-88.1959741878",6038
silvercreek-urbana,"40.1680720873,-88.1959741878",6038
silvercreek-urbana,"40.1374720567,-88.2054402709",3742
lil-porgys-bar-b-que-urbana,"40.1374720567,-88.2054402709",3742
silvercreek-urbana,"40.1374720567,-88.2054402709",3742
silvercreek-urbana,"40.0906720099,-88.2243301393",3466
lil-porgys-bar-b-que-urbana,"40.0906720099,-88.2243301393",3466
silvercreek-urbana,"40.0906720099,-88.2243301393",3466
silvercreek-urbana,"40.1104720297,-88.2996197254",6237
lil-porgys-bar-b-que-urbana,"40.1104720297,-88.2996197254",6237
silvercreek-urbana,"40.1104720297,-88.2996197254",6237
silvercreek-urbana,"40.1572720765,-88.2007015108",4879
lil-porgys-bar-b-que-urbana,"40.1572720765,-88.2007015108",4879
silvercreek-urbana,"40.1572720765,-88.2007015108",4879
silvercreek-urbana,"40.1482720675,-88.254876075",5352
lil-porgys-bar-b-que-urbana,"40.1482720675,-88.254876075",5352
silvercreek-urbana,"40.1482720675,-88.254876075",5352
silvercreek-urbana,"40.1230720423,-88.2619558304",3908
lil-porgys-bar-b-que-urbana,"40.1230720423,-88.2619558304",3908
silvercreek-urbana,"40.1230720423,-88.2619558304",3908
silvercreek-urbana,"40.1338720531,-88.2878468772",6305
lil-porgys-bar-b-que-urbana,"40.1338720531,-88.2878468772",6305
silvercreek-urbana,"40.1338720531,-88.2878468772",6305
silvercreek-urbana,"40.1158720351,-88.2431305657",2262
lil-porgys-bar-b-que-urbana,"40.1158720351,-88.2431305657",2262
silvercreek-urbana,"40.1158720351,-88.2431305657",2262
silvercreek-urbana,"40.1158720351,-88.2572527856",3163
lil-porgys-bar-b-que-urbana,"40.1158720351,-88.2572527856",3163
silvercreek-urbana,"40.1158720351,-88.2572527856",3163
silvercreek-urbana,"40.1464720657,-88.2195559061",3141
lil-porgys-bar-b-que-urbana,"40.1464720657,-88.2195559061",3141
silvercreek-urbana,"40.1464720657,-88.2195559061",3141
silvercreek-urbana,"40.1680720873,-88.191263163",5750
lil-porgys-bar-b-que-urbana,"40.1680720873,-88.191263163",5750
silvercreek-urbana,"40.1680720873,-88.191263163",5750
silvercreek-urbana,"40.1392720585,-88.2925546885",7157
lil-porgys-bar-b-que-urbana,"40.1392720585,-88.2925546885",7157
silvercreek-urbana,"40.1392720585,-88.2925546885",7157
silvercreek-urbana,"40.0816720009,-88.2337506415",4053
lil-porgys-bar-b-que-urbana,"40.0816720009,-88.2337506415",4053
silvercreek-urbana,"40.0816720009,-88.2337506415",4053
silvercreek-urbana,"40.1104720297,-88.2172466503",912
lil-porgys-bar-b-que-urbana,"40.1104720297,-88.2172466503",912
silvercreek-urbana,"40.1104720297,-88.2172466503",912
