res_id,cell_center,walk_time
intermezzo-cafe-urbana-2,"40.1140720333,-88.2007666162",1657
intermezzo-cafe-urbana-2,"40.1662720855,-88.2831286759",7528
intermezzo-cafe-urbana-2,"40.1554720747,-88.2690014088",6423
intermezzo-cafe-urbana-2,"40.1374720567,-88.1724779526",4634
intermezzo-cafe-urbana-2,"40.1212720405,-88.2831419331",4833
intermezzo-cafe-urbana-2,"40.1050720243,-88.1701868771",3401
intermezzo-cafe-urbana-2,"40.1410720603,-88.2030805179",4714
intermezzo-cafe-urbana-2,"40.0906720099,-88.240799961",2558
intermezzo-cafe-urbana-2,"40.1320720513,-88.231344941",2883
intermezzo-cafe-urbana-2,"40.1482720675,-88.243101947",4943
intermezzo-cafe-urbana-2,"40.1662720855,-88.2407305777",5735
intermezzo-cafe-urbana-2,"40.1194720387,-88.2054661415",1911
intermezzo-cafe-urbana-2,"40.1698720891,-88.2901943385",8739
intermezzo-cafe-urbana-2,"40.1356720549,-88.2030884701",4699
intermezzo-cafe-urbana-2,"40.0924720117,-88.2431512059",2577
intermezzo-cafe-urbana-2,"40.1338720531,-88.2101541",3638
intermezzo-cafe-urbana-2,"40.1482720675,-88.2690050287",5877
intermezzo-cafe-urbana-2,"40.1446720639,-88.2172034202",3178
intermezzo-cafe-urbana-2,"40.1356720549,-88.2902008608",6307
intermezzo-cafe-urbana-2,"40.0906720099,-88.1702150111",4603
intermezzo-cafe-urbana-2,"40.1374720567,-88.2030858196",4905
intermezzo-cafe-urbana-2,"40.1302720495,-88.1772001994",4472
intermezzo-cafe-urbana-2,"40.0924720117,-88.2596214631",3506
intermezzo-cafe-urbana-2,"40.1662720855,-88.212465179",5380
intermezzo-cafe-urbana-2,"40.1374720567,-88.2925549691",6388
intermezzo-cafe-urbana-2,"40.0816720009,-88.1961103114",3287
intermezzo-cafe-urbana-2,"40.1122720315,-88.2902053171",4723
intermezzo-cafe-urbana-2,"40.0834720027,-88.2290436411",2742
intermezzo-cafe-urbana-2,"40.1158720351,-88.191349093",2537
intermezzo-cafe-urbana-2,"40.1194720387,-88.2290044207",1363
intermezzo-cafe-urbana-2,"40.1608720801,-88.2054066041",5594
intermezzo-cafe-urbana-2,"40.1194720387,-88.2242967648",1146
intermezzo-cafe-urbana-2,"40.0978720171,-88.219615639",993
intermezzo-cafe-urbana-2,"40.1338720531,-88.1913194874",4493
intermezzo-cafe-urbana-2,"40.1104720297,-88.2525493967",2178
intermezzo-cafe-urbana-2,"40.1158720351,-88.2266546426",990
intermezzo-cafe-urbana-2,"40.1464720657,-88.2148463796",3785
intermezzo-cafe-urbana-2,"40.1014720207,-88.2125516041",1127
intermezzo-cafe-urbana-2,"40.1374720567,-88.2101491735",5381
intermezzo-cafe-urbana-2,"40.1590720783,-88.1771467939",5633
intermezzo-cafe-urbana-2,"40.0816720009,-88.2031678733",3135
intermezzo-cafe-urbana-2,"40.1716720909,-88.2595707101",7183
intermezzo-cafe-urbana-2,"40.0996720189,-88.1701974297",4920
intermezzo-cafe-urbana-2,"40.1446720639,-88.2478145308",4449
intermezzo-cafe-urbana-2,"40.0978720171,-88.2784426538",4298
intermezzo-cafe-urbana-2,"40.1626720819,-88.2336679127",5442
intermezzo-cafe-urbana-2,"40.0870720063,-88.2972682319",6117
intermezzo-cafe-urbana-2,"40.1086720279,-88.2148954693",544
intermezzo-cafe-urbana-2,"40.1464720657,-88.297263092",7117
intermezzo-cafe-urbana-2,"40.0942720135,-88.2902087414",5338
intermezzo-cafe-urbana-2,"40.0834720027,-88.177286819",4418
intermezzo-cafe-urbana-2,"40.1194720387,-88.2902039465",5603
intermezzo-cafe-urbana-2,"40.1680720873,-88.2595730214",6906
intermezzo-cafe-urbana-2,"40.0996720189,-88.2031414294",1805
intermezzo-cafe-urbana-2,"40.1050720243,-88.3019733352",5585
intermezzo-cafe-urbana-2,"40.1356720549,-88.2219235816",2727
intermezzo-cafe-urbana-2,"40.1104720297,-88.2949126925",5000
intermezzo-cafe-urbana-2,"40.1014720207,-88.2196112194",681
intermezzo-cafe-urbana-2,"40.1284720477,-88.165432837",5807
intermezzo-cafe-urbana-2,"40.0816720009,-88.2196355177",2276
intermezzo-cafe-urbana-2,"40.1212720405,-88.1889863239",3083
intermezzo-cafe-urbana-2,"40.1032720225,-88.1678371276",3552
intermezzo-cafe-urbana-2,"40.1536720729,-88.2619372754",6189
intermezzo-cafe-urbana-2,"40.1374720567,-88.2878460665",6495
intermezzo-cafe-urbana-2,"40.1248720441,-88.2454766356",2786
intermezzo-cafe-urbana-2,"40.1356720549,-88.1936709143",4258
intermezzo-cafe-urbana-2,"40.1608720801,-88.290196056",7721
intermezzo-cafe-urbana-2,"40.0960720153,-88.2219708669",1022
intermezzo-cafe-urbana-2,"40.1104720297,-88.2078325845",994
intermezzo-cafe-urbana-2,"40.1554720747,-88.2171897532",4287
intermezzo-cafe-urbana-2,"40.0996720189,-88.2078477151",1523
intermezzo-cafe-urbana-2,"40.1176720369,-88.2031149617",1900
intermezzo-cafe-urbana-2,"40.1626720819,-88.2101146627",5082
intermezzo-cafe-urbana-2,"40.0852720045,-88.252568132",4181
intermezzo-cafe-urbana-2,"40.1284720477,-88.2831398139",5277
intermezzo-cafe-urbana-2,"40.1212720405,-88.2760802624",4390
intermezzo-cafe-urbana-2,"40.1248720441,-88.25724671",3525
intermezzo-cafe-urbana-2,"40.1662720855,-88.1747779806",6927
intermezzo-cafe-urbana-2,"40.1338720531,-88.2478233253",3707
intermezzo-cafe-urbana-2,"40.1680720873,-88.3019722438",8571
intermezzo-cafe-urbana-2,"40.1086720279,-88.2996198188",5179
intermezzo-cafe-urbana-2,"40.1446720639,-88.2383957275",4013
intermezzo-cafe-urbana-2,"40.1302720495,-88.2219300351",2208
intermezzo-cafe-urbana-2,"40.1464720657,-88.1983630372",4483
intermezzo-cafe-urbana-2,"40.1734720927,-88.2548581547",7022
intermezzo-cafe-urbana-2,"40.0978720171,-88.2078502361",1690
intermezzo-cafe-urbana-2,"40.1536720729,-88.2901974294",8107
intermezzo-cafe-urbana-2,"40.1302720495,-88.2007422182",2992
intermezzo-cafe-urbana-2,"40.0852720045,-88.1702255561",4749
intermezzo-cafe-urbana-2,"40.0906720099,-88.2949150892",5645
intermezzo-cafe-urbana-2,"40.1176720369,-88.2125300241",1328
intermezzo-cafe-urbana-2,"40.1248720441,-88.2996189777",6392
intermezzo-cafe-urbana-2,"40.0978720171,-88.2525587673",2731
intermezzo-cafe-urbana-2,"40.1212720405,-88.2148791164",1565
intermezzo-cafe-urbana-2,"40.1644720837,-88.2666414946",7320
intermezzo-cafe-urbana-2,"40.0960720153,-88.1937346467",2625
intermezzo-cafe-urbana-2,"40.1446720639,-88.2619427357",5092
intermezzo-cafe-urbana-2,"40.0816720009,-88.2384556827",3072
intermezzo-cafe-urbana-2,"40.0942720135,-88.2855028291",4985
intermezzo-cafe-urbana-2,"40.1284720477,-88.1724952556",4542
intermezzo-cafe-urbana-2,"40.1500720693,-88.2595845718",5680
intermezzo-cafe-urbana-2,"40.0942720135,-88.1678550234",4087
intermezzo-cafe-urbana-2,"40.1644720837,-88.2030460337",5882
intermezzo-cafe-urbana-2,"40.1284720477,-88.2643066976",4203
intermezzo-cafe-urbana-2,"40.0942720135,-88.2384437068",2136
intermezzo-cafe-urbana-2,"40.1698720891,-88.2242382434",6600
intermezzo-cafe-urbana-2,"40.1158720351,-88.2031176095",1779
intermezzo-cafe-urbana-2,"40.1266720459,-88.2148721049",2124
intermezzo-cafe-urbana-2,"40.1104720297,-88.1772368709",3315
intermezzo-cafe-urbana-2,"40.0942720135,-88.2102082335",1776
intermezzo-cafe-urbana-2,"40.1680720873,-88.2313068731",6604
intermezzo-cafe-urbana-2,"40.1320720513,-88.2172193557",2247
intermezzo-cafe-urbana-2,"40.1158720351,-88.2596064889",3040
intermezzo-cafe-urbana-2,"40.1212720405,-88.2478335796",2663
intermezzo-cafe-urbana-2,"40.0834720027,-88.1843445674",4043
intermezzo-cafe-urbana-2,"40.1554720747,-88.1771534738",5631
intermezzo-cafe-urbana-2,"40.1014720207,-88.2972669873",5434
intermezzo-cafe-urbana-2,"40.0834720027,-88.1890497331",3728
intermezzo-cafe-urbana-2,"40.1284720477,-88.2525359999",3516
intermezzo-cafe-urbana-2,"40.1590720783,-88.1747915938",5780
intermezzo-cafe-urbana-2,"40.0960720153,-88.2925614174",5336
intermezzo-cafe-urbana-2,"40.1626720819,-88.2901957125",7721
intermezzo-cafe-urbana-2,"40.1230720423,-88.191337254",2874
intermezzo-cafe-urbana-2,"40.1410720603,-88.2831361036",5775
intermezzo-cafe-urbana-2,"40.1266720459,-88.2807862666",5036
