res_id,cell_center,walk_time
kamakura-japanese-restaurant-champaign,"40.1140720333,-88.2007666162",3031
el-toro-champaign-2,"40.1140720333,-88.2007666162",3031
el-toro-champaign-2,"40.1662720855,-88.2831286759",6272
el-toro-champaign-2,"40.1662720855,-88.2831286759",6272
el-toro-champaign-2,"40.1554720747,-88.2690014088",5167
el-toro-champaign-2,"40.1554720747,-88.2690014088",5167
el-toro-champaign-2,"40.1374720567,-88.1724779526",6067
el-toro-champaign-2,"40.1374720567,-88.1724779526",6067
el-toro-champaign-2,"40.1212720405,-88.2831419331",3593
el-toro-champaign-2,"40.1212720405,-88.2831419331",3593
el-toro-champaign-2,"40.1050720243,-88.1701868771",5138
el-toro-champaign-2,"40.1050720243,-88.1701868771",5138
el-toro-champaign-2,"40.1410720603,-88.2030805179",6147
el-toro-champaign-2,"40.1410720603,-88.2030805179",6147
el-toro-champaign-2,"40.0906720099,-88.240799961",1515
el-toro-champaign-2,"40.0906720099,-88.240799961",1515
el-toro-champaign-2,"40.1320720513,-88.231344941",2495
el-toro-champaign-2,"40.1320720513,-88.231344941",2495
el-toro-champaign-2,"40.1482720675,-88.243101947",3903
el-toro-champaign-2,"40.1482720675,-88.243101947",3903
el-toro-champaign-2,"40.1662720855,-88.2407305777",4953
el-toro-champaign-2,"40.1662720855,-88.2407305777",4953
el-toro-champaign-2,"40.1194720387,-88.2054661415",3344
el-toro-champaign-2,"40.1194720387,-88.2054661415",3344
el-toro-champaign-2,"40.1698720891,-88.2901943385",7483
el-toro-champaign-2,"40.1698720891,-88.2901943385",7483
el-toro-champaign-2,"40.1356720549,-88.2030884701",6131
el-toro-champaign-2,"40.1356720549,-88.2030884701",6131
el-toro-champaign-2,"40.0924720117,-88.2431512059",1343
el-toro-champaign-2,"40.0924720117,-88.2431512059",1343
el-toro-champaign-2,"40.1338720531,-88.2101541",5070
el-toro-champaign-2,"40.1338720531,-88.2101541",5070
el-toro-champaign-2,"40.1482720675,-88.2690050287",4621
el-toro-champaign-2,"40.1482720675,-88.2690050287",4621
el-toro-champaign-2,"40.1446720639,-88.2172034202",4070
el-toro-champaign-2,"40.1446720639,-88.2172034202",4070
el-toro-champaign-2,"40.1356720549,-88.2902008608",5067
el-toro-champaign-2,"40.1356720549,-88.2902008608",5067
el-toro-champaign-2,"40.0906720099,-88.1702150111",5898
el-toro-champaign-2,"40.0906720099,-88.1702150111",5898
el-toro-champaign-2,"40.1374720567,-88.2030858196",6338
el-toro-champaign-2,"40.1374720567,-88.2030858196",6338
el-toro-champaign-2,"40.1302720495,-88.1772001994",5904
el-toro-champaign-2,"40.1302720495,-88.1772001994",5904
el-toro-champaign-2,"40.0924720117,-88.2596214631",2049
el-toro-champaign-2,"40.0924720117,-88.2596214631",2049
el-toro-champaign-2,"40.1662720855,-88.212465179",6272
el-toro-champaign-2,"40.1662720855,-88.212465179",6272
el-toro-champaign-2,"40.1374720567,-88.2925549691",5148
el-toro-champaign-2,"40.1374720567,-88.2925549691",5148
el-toro-champaign-2,"40.0816720009,-88.1961103114",4584
el-toro-champaign-2,"40.0816720009,-88.1961103114",4584
el-toro-champaign-2,"40.1122720315,-88.2902053171",3382
el-toro-champaign-2,"40.1122720315,-88.2902053171",3382
el-toro-champaign-2,"40.0834720027,-88.2290436411",2739
el-toro-champaign-2,"40.0834720027,-88.2290436411",2739
el-toro-champaign-2,"40.1158720351,-88.191349093",4018
el-toro-champaign-2,"40.1158720351,-88.191349093",4018
el-toro-champaign-2,"40.1194720387,-88.2290044207",1897
el-toro-champaign-2,"40.1194720387,-88.2290044207",1897
el-toro-champaign-2,"40.1608720801,-88.2054066041",6487
el-toro-champaign-2,"40.1608720801,-88.2054066041",6487
el-toro-champaign-2,"40.1194720387,-88.2242967648",2174
el-toro-champaign-2,"40.1194720387,-88.2242967648",2174
el-toro-champaign-2,"40.0978720171,-88.219615639",2249
el-toro-champaign-2,"40.0978720171,-88.219615639",2249
el-toro-champaign-2,"40.1338720531,-88.1913194874",5925
el-toro-champaign-2,"40.1338720531,-88.1913194874",5925
el-toro-champaign-2,"40.1104720297,-88.2525493967",813
el-toro-champaign-2,"40.1104720297,-88.2525493967",813
el-toro-champaign-2,"40.1158720351,-88.2266546426",1901
el-toro-champaign-2,"40.1158720351,-88.2266546426",1901
el-toro-champaign-2,"40.1464720657,-88.2148463796",4677
el-toro-champaign-2,"40.1464720657,-88.2148463796",4677
el-toro-champaign-2,"40.1014720207,-88.2125516041",2551
el-toro-champaign-2,"40.1014720207,-88.2125516041",2551
