res_id,cell_center,walk_time
panera-bread-champaign-4,"40.1356720549,-88.1889621364",5724
panera-bread-champaign-4,"40.1716720909,-88.2807714457",4775
panera-bread-champaign-4,"40.1572720765,-88.2595799529",2352
panera-bread-champaign-4,"40.1230720423,-88.2054609693",3555
panera-bread-champaign-4,"40.1032720225,-88.1866632664",6058
panera-bread-champaign-4,"40.1032720225,-88.2172557419",4182
panera-bread-champaign-4,"40.0978720171,-88.1725540272",7030
panera-bread-champaign-4,"40.1680720873,-88.1959741878",5441
panera-bread-champaign-4,"40.1374720567,-88.2054402709",6182
panera-bread-champaign-4,"40.0906720099,-88.2243301393",4887
panera-bread-champaign-4,"40.1104720297,-88.2996197254",5626
panera-bread-champaign-4,"40.1572720765,-88.2007015108",5453
panera-bread-champaign-4,"40.1482720675,-88.254876075",1560
panera-bread-champaign-4,"40.1230720423,-88.2619558304",2439
panera-bread-champaign-4,"40.1338720531,-88.2878468772",4158
panera-bread-champaign-4,"40.1158720351,-88.2431305657",2000
panera-bread-champaign-4,"40.1158720351,-88.2572527856",2611
panera-bread-champaign-4,"40.1464720657,-88.2195559061",3484
panera-bread-champaign-4,"40.1680720873,-88.191263163",5729
panera-bread-champaign-4,"40.1392720585,-88.2925546885",4528
panera-bread-champaign-4,"40.0816720009,-88.2337506415",5128
panera-bread-champaign-4,"40.1104720297,-88.2172466503",3686
panera-bread-champaign-4,"40.1284720477,-88.2949105116",4245
panera-bread-champaign-4,"40.1554720747,-88.1795085491",6595
panera-bread-champaign-4,"40.1716720909,-88.2171692388",4142
panera-bread-champaign-4,"40.1500720693,-88.2431003557",1381
panera-bread-champaign-4,"40.1392720585,-88.1866015731",5408
panera-bread-champaign-4,"40.1194720387,-88.247835044",1858
panera-bread-champaign-4,"40.1194720387,-88.2737271511",3405
panera-bread-champaign-4,"40.0888720081,-88.2831514597",6306
panera-bread-champaign-4,"40.1392720585,-88.2831366338",3227
panera-bread-champaign-4,"40.1464720657,-88.2007178004",4806
panera-bread-champaign-4,"40.0996720189,-88.2454980005",3345
panera-bread-champaign-4,"40.1428720621,-88.2713623812",2429
panera-bread-champaign-4,"40.1482720675,-88.2171988653",3814
panera-bread-champaign-4,"40.1752720945,-88.3019721189",6053
panera-bread-champaign-4,"40.1752720945,-88.181828244",6662
panera-bread-champaign-4,"40.1500720693,-88.2501650198",1550
