res_id,cell_center,walk_time
perkins-family-restaurant-urbana,"40.0870720063,-88.2078653571",3341
perkins-family-restaurant-urbana,"40.1698720891,-88.2501495665",5807
perkins-family-restaurant-urbana,"40.1284720477,-88.2972646512",5441
perkins-family-restaurant-urbana,"40.0924720117,-88.2172693732",2396
perkins-family-restaurant-urbana,"40.1230720423,-88.2384163049",1438
perkins-family-restaurant-urbana,"40.1194720387,-88.1866355182",2705
perkins-family-restaurant-urbana,"40.1104720297,-88.2290142324",678
perkins-family-restaurant-urbana,"40.1104720297,-88.1678228052",3964
perkins-family-restaurant-urbana,"40.0906720099,-88.2290358026",2639
perkins-family-restaurant-urbana,"40.0834720027,-88.2572746349",4401
perkins-family-restaurant-urbana,"40.0852720045,-88.2878578073",6087
perkins-family-restaurant-urbana,"40.0924720117,-88.2737388264",4716
perkins-family-restaurant-urbana,"40.0834720027,-88.2502168865",3936
perkins-family-restaurant-urbana,"40.1284720477,-88.2360570231",1615
perkins-family-restaurant-urbana,"40.0816720009,-88.2878586159",6719
perkins-family-restaurant-urbana,"40.1590720783,-88.2642891981",5161
perkins-family-restaurant-urbana,"40.1608720801,-88.2501565926",4688
perkins-family-restaurant-urbana,"40.1734720927,-88.2784151524",7108
perkins-family-restaurant-urbana,"40.1608720801,-88.2878407934",6584
perkins-family-restaurant-urbana,"40.1302720495,-88.2360552464",1815
perkins-family-restaurant-urbana,"40.1680720873,-88.2218848237",5946
perkins-family-restaurant-urbana,"40.1572720765,-88.1842155471",5024
perkins-family-restaurant-urbana,"40.1428720621,-88.2525252737",3517
perkins-family-restaurant-urbana,"40.1698720891,-88.2713497399",6923
perkins-family-restaurant-urbana,"40.0852720045,-88.2643313571",4730
perkins-family-restaurant-urbana,"40.1032720225,-88.2219622766",1322
perkins-family-restaurant-urbana,"40.1698720891,-88.1865490463",6401
perkins-family-restaurant-urbana,"40.0834720027,-88.2102229785",3588
perkins-family-restaurant-urbana,"40.1338720531,-88.2548863051",2940
perkins-family-restaurant-urbana,"40.1410720603,-88.257235767",3730
perkins-family-restaurant-urbana,"40.1266720459,-88.2337047225",1306
perkins-family-restaurant-urbana,"40.1464720657,-88.264296407",4243
perkins-family-restaurant-urbana,"40.1176720369,-88.2172375553",629
perkins-family-restaurant-urbana,"40.1662720855,-88.2972613753",7365
perkins-family-restaurant-urbana,"40.1320720513,-88.2501790549",3028
perkins-family-restaurant-urbana,"40.1428720621,-88.2642984659",4134
perkins-family-restaurant-urbana,"40.1500720693,-88.2478101317",3824
perkins-family-restaurant-urbana,"40.1392720585,-88.2336918466",3359
perkins-family-restaurant-urbana,"40.1716720909,-88.2289474252",5797
perkins-family-restaurant-urbana,"40.1086720279,-88.1701798404",3939
perkins-family-restaurant-urbana,"40.1716720909,-88.1818346794",6130
perkins-family-restaurant-urbana,"40.1122720315,-88.1866478535",2744
perkins-family-restaurant-urbana,"40.1518720711,-88.2690032189",5145
perkins-family-restaurant-urbana,"40.1140720333,-88.2690222054",2921
perkins-family-restaurant-urbana,"40.1068720261,-88.2619656421",3022
perkins-family-restaurant-urbana,"40.1608720801,-88.2148276543",4430
perkins-family-restaurant-urbana,"40.0978720171,-88.2125563973",2267
perkins-family-restaurant-urbana,"40.1734720927,-88.2265897575",5942
perkins-family-restaurant-urbana,"40.1302720495,-88.2972644953",5458
perkins-family-restaurant-urbana,"40.1104720297,-88.2925591761",4778
perkins-family-restaurant-urbana,"40.1104720297,-88.1866509366",3061
perkins-family-restaurant-urbana,"40.1752720945,-88.2737029718",7249
perkins-family-restaurant-urbana,"40.1392720585,-88.2548824697",3567
perkins-family-restaurant-urbana,"40.0924720117,-88.1819759649",4277
