res_id,cell_center,walk_time
boomerangs-bar-and-grill-urbana,"40.1140720333,-88.2007666162",1260
boomerangs-bar-and-grill-urbana,"40.1662720855,-88.2831286759",9362
boomerangs-bar-and-grill-urbana,"40.1554720747,-88.2690014088",8257
boomerangs-bar-and-grill-urbana,"40.1374720567,-88.1724779526",4448
boomerangs-bar-and-grill-urbana,"40.1212720405,-88.2831419331",6799
boomerangs-bar-and-grill-urbana,"40.1050720243,-88.1701868771",1415
boomerangs-bar-and-grill-urbana,"40.1410720603,-88.2030805179",4528
boomerangs-bar-and-grill-urbana,"40.0906720099,-88.240799961",4100
boomerangs-bar-and-grill-urbana,"40.1320720513,-88.231344941",4717
boomerangs-bar-and-grill-urbana,"40.1482720675,-88.243101947",6777
boomerangs-bar-and-grill-urbana,"40.1662720855,-88.2407305777",7569
boomerangs-bar-and-grill-urbana,"40.1194720387,-88.2054661415",2195
boomerangs-bar-and-grill-urbana,"40.1698720891,-88.2901943385",10573
boomerangs-bar-and-grill-urbana,"40.1356720549,-88.2030884701",4513
boomerangs-bar-and-grill-urbana,"40.0924720117,-88.2431512059",4121
boomerangs-bar-and-grill-urbana,"40.1338720531,-88.2101541",3499
boomerangs-bar-and-grill-urbana,"40.1482720675,-88.2690050287",7711
boomerangs-bar-and-grill-urbana,"40.1446720639,-88.2172034202",4757
boomerangs-bar-and-grill-urbana,"40.1356720549,-88.2902008608",8255
boomerangs-bar-and-grill-urbana,"40.0906720099,-88.1702150111",2567
boomerangs-bar-and-grill-urbana,"40.1374720567,-88.2030858196",4719
boomerangs-bar-and-grill-urbana,"40.1302720495,-88.1772001994",4286
boomerangs-bar-and-grill-urbana,"40.0924720117,-88.2596214631",5096
boomerangs-bar-and-grill-urbana,"40.1662720855,-88.212465179",6958
boomerangs-bar-and-grill-urbana,"40.1374720567,-88.2925549691",8336
boomerangs-bar-and-grill-urbana,"40.0816720009,-88.1961103114",2119
boomerangs-bar-and-grill-urbana,"40.1122720315,-88.2902053171",6737
boomerangs-bar-and-grill-urbana,"40.0834720027,-88.2290436411",3829
boomerangs-bar-and-grill-urbana,"40.1158720351,-88.191349093",2140
boomerangs-bar-and-grill-urbana,"40.1194720387,-88.2290044207",3197
boomerangs-bar-and-grill-urbana,"40.1608720801,-88.2054066041",6316
boomerangs-bar-and-grill-urbana,"40.1194720387,-88.2242967648",2980
boomerangs-bar-and-grill-urbana,"40.0978720171,-88.219615639",2241
boomerangs-bar-and-grill-urbana,"40.1338720531,-88.1913194874",4307
boomerangs-bar-and-grill-urbana,"40.1104720297,-88.2525493967",4123
boomerangs-bar-and-grill-urbana,"40.1158720351,-88.2266546426",2838
boomerangs-bar-and-grill-urbana,"40.1464720657,-88.2148463796",5364
boomerangs-bar-and-grill-urbana,"40.1014720207,-88.2125516041",1585
boomerangs-bar-and-grill-urbana,"40.1374720567,-88.2101491735",5195
boomerangs-bar-and-grill-urbana,"40.1590720783,-88.1771467939",5447
boomerangs-bar-and-grill-urbana,"40.0816720009,-88.2031678733",2511
boomerangs-bar-and-grill-urbana,"40.1716720909,-88.2595707101",9017
boomerangs-bar-and-grill-urbana,"40.0996720189,-88.1701974297",2934
boomerangs-bar-and-grill-urbana,"40.1446720639,-88.2478145308",6283
boomerangs-bar-and-grill-urbana,"40.0978720171,-88.2784426538",5888
boomerangs-bar-and-grill-urbana,"40.1626720819,-88.2336679127",7276
boomerangs-bar-and-grill-urbana,"40.0870720063,-88.2972682319",7707
boomerangs-bar-and-grill-urbana,"40.1086720279,-88.2148954693",1601
boomerangs-bar-and-grill-urbana,"40.1464720657,-88.297263092",8951
boomerangs-bar-and-grill-urbana,"40.0942720135,-88.2902087414",6928
boomerangs-bar-and-grill-urbana,"40.0834720027,-88.177286819",2538
boomerangs-bar-and-grill-urbana,"40.1194720387,-88.2902039465",7569
boomerangs-bar-and-grill-urbana,"40.1680720873,-88.2595730214",8739
boomerangs-bar-and-grill-urbana,"40.0996720189,-88.2031414294",1118
boomerangs-bar-and-grill-urbana,"40.1050720243,-88.3019733352",7530
boomerangs-bar-and-grill-urbana,"40.1356720549,-88.2219235816",4306
boomerangs-bar-and-grill-urbana,"40.1104720297,-88.2949126925",6945
boomerangs-bar-and-grill-urbana,"40.1014720207,-88.2196112194",2013
boomerangs-bar-and-grill-urbana,"40.1284720477,-88.165432837",4270
boomerangs-bar-and-grill-urbana,"40.0816720009,-88.2196355177",3363
boomerangs-bar-and-grill-urbana,"40.1212720405,-88.1889863239",2686
boomerangs-bar-and-grill-urbana,"40.1032720225,-88.1678371276",1566
boomerangs-bar-and-grill-urbana,"40.1536720729,-88.2619372754",8023
boomerangs-bar-and-grill-urbana,"40.1374720567,-88.2878460665",8443
boomerangs-bar-and-grill-urbana,"40.1248720441,-88.2454766356",4695
boomerangs-bar-and-grill-urbana,"40.1356720549,-88.1936709143",4072
boomerangs-bar-and-grill-urbana,"40.1608720801,-88.290196056",9555
boomerangs-bar-and-grill-urbana,"40.0960720153,-88.2219708669",2488
boomerangs-bar-and-grill-urbana,"40.1104720297,-88.2078325845",1332
boomerangs-bar-and-grill-urbana,"40.1554720747,-88.2171897532",5866
boomerangs-bar-and-grill-urbana,"40.0996720189,-88.2078477151",1377
boomerangs-bar-and-grill-urbana,"40.1176720369,-88.2031149617",1612
boomerangs-bar-and-grill-urbana,"40.1626720819,-88.2101146627",6661
boomerangs-bar-and-grill-urbana,"40.0852720045,-88.252568132",5756
boomerangs-bar-and-grill-urbana,"40.1284720477,-88.2831398139",7225
boomerangs-bar-and-grill-urbana,"40.1212720405,-88.2760802624",6356
boomerangs-bar-and-grill-urbana,"40.1248720441,-88.25724671",5491
boomerangs-bar-and-grill-urbana,"40.1662720855,-88.1747779806",6741
boomerangs-bar-and-grill-urbana,"40.1338720531,-88.2478233253",5541
boomerangs-bar-and-grill-urbana,"40.1680720873,-88.3019722438",10405
boomerangs-bar-and-grill-urbana,"40.1086720279,-88.2996198188",7124
boomerangs-bar-and-grill-urbana,"40.1446720639,-88.2383957275",5846
boomerangs-bar-and-grill-urbana,"40.1302720495,-88.2219300351",3787
boomerangs-bar-and-grill-urbana,"40.1464720657,-88.1983630372",4297
boomerangs-bar-and-grill-urbana,"40.1734720927,-88.2548581547",8856
boomerangs-bar-and-grill-urbana,"40.0978720171,-88.2078502361",1530
boomerangs-bar-and-grill-urbana,"40.1536720729,-88.2901974294",9941
boomerangs-bar-and-grill-urbana,"40.1302720495,-88.2007422182",2806
boomerangs-bar-and-grill-urbana,"40.0852720045,-88.1702255561",2713
boomerangs-bar-and-grill-urbana,"40.0906720099,-88.2949150892",7235
boomerangs-bar-and-grill-urbana,"40.1176720369,-88.2125300241",2196
boomerangs-bar-and-grill-urbana,"40.1248720441,-88.2996189777",8406
boomerangs-bar-and-grill-urbana,"40.0978720171,-88.2525587673",4321
boomerangs-bar-and-grill-urbana,"40.1212720405,-88.2148791164",2568
boomerangs-bar-and-grill-urbana,"40.1644720837,-88.2666414946",9154
boomerangs-bar-and-grill-urbana,"40.0960720153,-88.1937346467",1001
boomerangs-bar-and-grill-urbana,"40.1446720639,-88.2619427357",6926
boomerangs-bar-and-grill-urbana,"40.0816720009,-88.2384556827",4639
boomerangs-bar-and-grill-urbana,"40.0942720135,-88.2855028291",6575
boomerangs-bar-and-grill-urbana,"40.1284720477,-88.1724952556",4203
